COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION
MATH1112.4,Calculus II (4),4,5,29 / 70,Şile,"DMF-214, DMF-214, DMF-214, DMF-214",ALİ ERİNÇ,ÖZDEN,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1112-PS.1,Calculus II,0,0,17 / 90,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 09:30 - 10:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1112-PS.2,Calculus II,0,0,6 / 135,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1112-PS.3,Calculus II,0,0,14 / 100,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 16:30 - 17:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1301.1,Mathematics I (3),3,5,7 / 115,Şile,"DMF-410, DMF-410, DMF-410",NEŞE,ÖZDEMİR,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MATH1301.2,Mathematics I (3),3,5,9 / 85,Şile,"DMF-113, DMF-113, DMF-113",NEŞE,ÖZDEMİR,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2103.1,Discrete Mathematics (3),3,6,6 / 160,Şile,"DMF-213, DMF-213, DMF-213",ESMA,DİRİCAN ERDAL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2103-PS.2,Discrete Mathematics,0,0,6 / 160,Şile,DMF-313,HANİFE KÜBRA,KAYA,STAFF,,Faculty of Engineering and Natural Sciences,1,NO
MATH2104.1,Linear Algebra (3),3,5,19 / 60,Şile,"DMF-213, DMF-213, DMF-213",ESMA,DİRİCAN ERDAL,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Salı 08:30 - 09:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2104.2,Linear Algebra (3),3,5,10 / 95,Şile,"DMF-114, DMF-114, DMF-114",BANU,UZUN,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2104.3,Linear Algebra (3),3,5,6 / 85,Şile,"DMF-213, DMF-213, DMF-213",ELMAN,HASANOĞLU,STAFF,"Salı 09:30 - 10:20, Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2105.1,Calculus III (4),4,6,19 / 115,Şile,"DMF-115, DMF-115, DMF-115, DMF-115",UĞUR,DURSUN,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20",Faculty of Engineering and Natural Sciences,4,NO
MATH2105-PS.1,Calculus III,0,0,19 / 115,Şile,DMF-114,HANİFE KÜBRA,KAYA,STAFF,Çarşamba 15:30 - 16:20,Faculty of Engineering and Natural Sciences,1,NO
MATH2107.1,Differential Equations (4),4,6,4 / 85,Şile,"DMF-214, DMF-214, DMF-214, DMF-214",ALİ ERİNÇ,ÖZDEN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20",Faculty of Engineering and Natural Sciences,4,NO
MATH2107.2,Differential Equations (4),4,6,9 / 85,Şile,"DMF-312, DMF-312, DMF-312, DMF-312",BANU,UZUN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20",Faculty of Engineering and Natural Sciences,4,NO
MATH2107-PS.1,Differential Equations,0,0,4 / 160,Şile,DMF-114,HANİFE KÜBRA,KAYA,STAFF,Çarşamba 16:30 - 17:20,Faculty of Engineering and Natural Sciences,1,NO
MATH2201.1,Probability (3),3,6,10 / 105,Şile,"DMF-114, DMF-114, DMF-114",DENİZ,KARLI,STAFF,"Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2201.2,Probability (3),3,6,13 / 80,Şile,"DMF-113, DMF-113, DMF-113",DENİZ,KARLI,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MATH2201-PS.1,Probability,0,0,10 / 120,Şile,DMF-410,HANİFE KÜBRA,KAYA,STAFF,Salı 14:30 - 15:20,Faculty of Engineering and Natural Sciences,1,NO
MATH2201-PS.2,Probability,0,0,43 / 95,Şile,DMF-312,HANİFE KÜBRA,KAYA,STAFF,Salı 15:30 - 16:20,Faculty of Engineering and Natural Sciences,1,NO
MATH2203.1,Statistics I (3),3,5,19 / 80,Şile,"DMF-410, DMF-410, DMF-410",UFUK,YOLCU,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MATH2203.2,Statistics I (3),3,5,14 / 70,Şile,"DMF-411, DMF-411, DMF-411",STAFF  1,,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MATH2205.1,Applied Probability and Statistics for Engineers (3),3,6,12 / 100,Şile,ONLINE,MEHMET DEVRİM,AKÇA,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Faculty of Engineering and Natural Sciences,3,YES
MATH2205-PS.1,Applied Probability and Statistics for Engineers,0,0,13 / 100,Şile,ONLINE,MEHMET DEVRİM,AKÇA,STAFF,,Faculty of Engineering and Natural Sciences,1,YES
MATH2206.1,Statistics II (3),3,6,17 / 60,Şile,"DMF-411, DMF-411, DMF-411",STAFF  2,,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MATH2206-PS.1,Statistics II,0,0,17 / 60,Şile,DMF-113,ESİN,DEMİREL,STAFF,Pazartesi 08:30 - 09:20,Faculty of Engineering and Natural Sciences,1,NO
MATH910.1,Ph.D. Thesis Proposal,0,30,0 / 1,Maslak,,BANU,UZUN,STAFF,,School of Graduate Studies,0,NO
MECH1120.1,Engineering Drawing (4),4,6,7 / 25,Şile,"LMF-219, LMF-219",OLCAY,TÜRKOĞLU,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
MECH1120-L.1,Engineering Drawing,0,0,7 / 25,Şile,"LMF-219, LMF-219, LMF-219, LMF-219",OLCAY,TÜRKOĞLU,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",Faculty of Engineering and Natural Sciences,4,NO
MECH2130.1,Computational Methods in Engineering (3),3,5,12 / 60,Şile,"LMF-208, LMF-208",HIDIR,MARAL,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
MECH2130-L.1,Computational Methods in Engineering,0,0,12 / 60,Şile,"LMF-208, LMF-208",HIDIR,MARAL,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO
MECH2322.1,Thermodynamics (3),3,5,20 / 30,Şile,"DMF-004, DMF-004, DMF-004",HIDIR,MARAL,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO
MECH2322-PS.1,Thermodynamics,0,0,20 / 30,Şile,DMF-004,HIDIR,MARAL,STAFF,Çarşamba 16:30 - 17:20,Faculty of Engineering and Natural Sciences,1,NO
MECH2510.1,Materials Science (3),3,5,30 / 35,Şile,"DMF-202, DMF-202, DMF-202",VOLKAN,GÜNAY,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECH2510-PS.1,Materials Science,0,0,30 / 35,Şile,DMF-202,VOLKAN,GÜNAY,STAFF,Cuma 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECH2520.1,Materials Science Laboratory (1),1,1,27 / 35,Şile,"LMF-120, LMF-120",OLCAY,TÜRKOĞLU,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
MECH2910.1,Summer Practice-I,0,1,20 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECH3122.1,Mechanical Engineering Laboratory (2),2,3,4 / 25,Şile,LMF-120,OLCAY,TÜRKOĞLU,STAFF,Salı 16:30 - 17:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3122-L.1,Mechanical Engineering Laboratory,0,0,4 / 15,Şile,"LMF-108, LMF-108",OLCAY,TÜRKOĞLU,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
MECH3122-L.2,Mechanical Engineering Laboratory,0,0,0 / 10,Şile,"LMF-106, LMF-106",OLCAY,TÜRKOĞLU,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
MECH3211.1,Machine Design-I (4),4,6,5 / 45,Şile,"LMF-115, LMF-115, LMF-115",ALİ TANER,KUZU,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3211-L.1,Machine Design-I,0,0,5 / 45,Şile,"LMF-115, LMF-115",ALİ TANER,KUZU,STAFF,,Faculty of Engineering and Natural Sciences,2,NO
MECH3222.1,Machine Design-II (4),4,6,18 / 30,Şile,"DMF-400, DMF-400, DMF-400",UMUT,KARAGÜZEL,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MECH3222-L.1,Machine Design-II,0,0,18 / 30,Şile,"LMF-115, LMF-115",UMUT,KARAGÜZEL,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
MECH3244.1,Theory of Machines (3),3,5,6 / 35,Şile,"DMF-101, DMF-101, DMF-101",KEREM,ALTUN,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3244-PS.1,Theory of Machines,0,0,6 / 35,Şile,DMF-101,KEREM,ALTUN,STAFF,Pazartesi 16:30 - 17:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3322.1,Heat Transfer (3),3,5,12 / 35,Şile,"DMF-003, DMF-003, DMF-003",HIDIR,MARAL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3322-PS.1,Heat Transfer,0,0,12 / 35,Şile,DMF-003,HIDIR,MARAL,STAFF,Pazartesi 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3422.1,Modelling and Control of Dynamic Systems (3),3,5,12 / 45,Şile,"DMF-410, DMF-410, DMF-410",ERKİN,DİNÇMEN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3422.2,Modelling and Control of Dynamic Systems (3),3,5,0 / 0,Şile,"DMF-401, DMF-401, DMF-401",KEREM,ALTUN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3422-PS.1,Modelling and Control of Dynamic Systems,0,0,12 / 45,Şile,DMF-410,ERKİN,DİNÇMEN,STAFF,Çarşamba 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3422-PS.2,Modelling and Control of Dynamic Systems,0,0,0 / 0,Şile,DMF-401,KEREM,ALTUN,STAFF,Çarşamba 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3511.1,Manufacturing Processes (3),3,5,7 / 25,Şile,"DMF-003, DMF-003, DMF-003",MEHMET,DEMİRKOL,STAFF,"Salı 09:30 - 10:20, Salı 11:30 - 12:20, Çarşamba 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3511-PS.1,Manufacturing Processes,0,0,7 / 25,Şile,DMF-003,MEHMET,DEMİRKOL,STAFF,Çarşamba 14:30 - 15:20,Faculty of Engineering and Natural Sciences,1,NO
MECH3613.1,Internal Combustion Engines (3),3,5,10 / 20,Şile,"DMF-103, DMF-103, DMF-103",SİNAN EREN,YALÇIN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECH3910.1,Summer Practice-II,0,1,7 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECH3920.1,Industrial Training – I,0,2,24 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECH4330.1,Thermo-Fluid System Design (3),3,5,19 / 25,Şile,"LMF-115, LMF-115",SİNAN EREN,YALÇIN,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO
MECH4330-L.1,Thermo-Fluid System Design,0,0,19 / 25,Şile,"LMF-115, LMF-115",SİNAN EREN,YALÇIN,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
MECH4370.1,Energy Systems (3),3,5,16 / 25,Şile,"DMF-003, DMF-003, DMF-003",AYŞENUR,GÜL,STAFF,"Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,3,NO
MECH4460.1,Industrial Automation (3),3,5,15 / 30,Şile,"DMF-002, DMF-002, DMF-002",ERKİN,DİNÇMEN,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
MECH4560.1,Advanced Manufacturing Processes (3),3,5,15 / 25,Şile,"DMF-003, DMF-003, DMF-003",ALİ TANER,KUZU,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MECH4614.1,Electric and Hybrid Vehicles (3),3,5,2 / 20,Şile,"DMF-103, DMF-103, DMF-103",ERKİN,DİNÇMEN,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
MECH4902.1,Graduation Design Project (3),3,6,17 / 25,Şile,,MEHMET,DEMİRKOL,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECH4920.1,Industrial Training – II,0,3,25 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECT2222.1,Engineering Mechanics-II (3),3,5,6 / 25,Şile,"DMF-102, DMF-102, DMF-102",ONUR,KESKİN,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
MECT2222-PS.1,Engineering Mechanics-II,0,0,6 / 25,Şile,DMF-102,ONUR,KESKİN,STAFF,Cuma 08:30 - 09:20,Faculty of Engineering and Natural Sciences,1,NO
MECT2520.1,Materials and Manufacturing (4),4,6,11 / 50,Şile,"DMF-003, DMF-003, DMF-003, DMF-003",ALİ TANER,KUZU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",Faculty of Engineering and Natural Sciences,4,NO
MECT2520-PS.1,Materials and Manufacturing,0,0,11 / 50,Şile,DMF-313,ALİ TANER,KUZU,STAFF,,Faculty of Engineering and Natural Sciences,1,NO
MECT2910.1,Summer Practice-I,0,1,12 / 20,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECT3122.1,Mechatronics Engineering Laboratory (2),2,3,8 / 25,Şile,LMF-120,OLCAY,TÜRKOĞLU,STAFF,Salı 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECT3122-L.1,Mechatronics Engineering Laboratory,0,0,2 / 15,Şile,"LMF-106, LMF-106",OLCAY,TÜRKOĞLU,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
MECT3122-L.2,Mechatronics Engineering Laboratory,0,0,11 / 15,Şile,"LMF-120, LMF-120",OLCAY,TÜRKOĞLU,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Faculty of Engineering and Natural Sciences,2,NO
MECT3322.1,Fundamentals of Thermal Sciences (3),3,5,13 / 25,Şile,"DMF-302, DMF-302, DMF-302",SİNAN EREN,YALÇIN,STAFF,"Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,NO
MECT3322-PS.1,Fundamentals of Thermal Sciences,0,0,13 / 25,Şile,DMF-302,SİNAN EREN,YALÇIN,STAFF,Çarşamba 14:30 - 15:20,Faculty of Engineering and Natural Sciences,1,NO
MECT3445.1,Control Systems Design (3),3,5,13 / 40,Şile,"DMF-101, DMF-101, DMF-101",KEREM,ALTUN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MECT3445-PS.1,Control Systems Design,0,0,13 / 40,Şile,DMF-101,KEREM,ALTUN,STAFF,Pazartesi 12:30 - 13:20,Faculty of Engineering and Natural Sciences,1,NO
MECT3910.1,Summer Practice-II,0,1,8 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECT3920.1,Industrial Training – I,0,2,24 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECT4411.1,Mechatronics System Design (3),3,5,20 / 25,Şile,"LMF-115, LMF-115",ONUR,KESKİN,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
MECT4411-L.1,Mechatronics System Design,0,0,20 / 25,Şile,"LMF-115, LMF-115",ONUR,KESKİN,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO
MECT4902.1,Graduation Design Project (3),3,6,21 / 25,Şile,,MEHMET,DEMİRKOL,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MECT4920.1,Industrial Training – II,0,3,25 / 25,Şile,,OLCAY,TÜRKOĞLU,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
MIS580.1,Term Project,0,20,25 / 25,Şile,,ŞAHİN,AYDIN,STAFF,,School of Graduate Studies,0,NO
MISY1102.1,Advanced Java for Information Management (3),3,7,68 / 80,Şile,"LMF-117, LMF-117",HABİBE,AKTAY,STAFF,,"Faculty of Economics, Administrative and Social Sciences",2,NO
MISY1102-L.1,Advanced Java for Information Management,0,0,38 / 50,Şile,"DMF-214, DMF-214",AMİNE HATUN,ERGİN,STAFF,"Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY1106.1,Database Systems and Applications (3),3,6,17 / 50,Şile,"DMF-313, DMF-313",HABİBE,AKTAY,STAFF,"Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY1106-L.1,Database Systems and Applications,0,0,17 / 50,Şile,"D/K-303, D/K-303",ÖZGE,YÜKSEL,STAFF,,"Faculty of Economics, Administrative and Social Sciences",2,NO
MISY1108.1,Computer Networks and Applications (3),3,7,0 / 15,Şile,"LMF-319, LMF-319, LMF-319",ELİF DENİZ,YELMENOĞLU,STAFF,"Cuma 14:30 - 15:20, Cuma 15:30 - 16:20, Cuma 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",3,NO
MISY1114.1,Introduction to Programming (3),3,7,67 / 100,Şile,"D/K-312, D/K-312",ŞAHİN,AYDIN,STAFF,"Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY1114-L.1,Introduction to Programming,0,0,17 / 50,Şile,"LMF-315, LMF-315",AMİNE HATUN,ERGİN,STAFF,"Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY2244.1,Information Systems Analysis and Design (3),3,7,41 / 75,Şile,"DMF-411, DMF-411",ELİF DENİZ,YELMENOĞLU,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY2244-L.1,Information Systems Analysis and Design,0,0,16 / 50,Şile,"D/K-405, D/K-405",ÖZGE,YÜKSEL,STAFF,"Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20","Faculty of Economics, Administrative and Social Sciences",2,NO
MISY2291.1,Industrial Training I (1),1,1,46 / 50,Şile,,ŞAHİN,AYDIN,STAFF,,"Faculty of Economics, Administrative and Social Sciences",2,NO
MISY3116.1,Advanced Database Systems (3),3,7,12 / 50,Şile,"LMF-315,LMF-318, LMF-315,LMF-318, LMF-315,LMF-318",HABİBE,AKTAY,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
MISY4461.1,Internet of Things (3),3,5,1 / 31,Şile,"LMF-115, LMF-115, LMF-115",ŞAHİN,AYDIN,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",3,NO
MISY4486.1,Geographical Information Systems (3),3,5,0 / 25,Şile,"D/K-111, D/K-111, D/K-111",GÜLSÜM ÇİĞDEM,ÇAVDAROĞLU AKKOÇ,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO
MISY4487.1,Special Topics: Machine Learning (3),3,5,1 / 25,Şile,"D/K-501, D/K-501, D/K-501",YILDIZ,KARADAYI,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
MISY4488.1,Special Topics: Blockchain and Cryptocurrency Technologies (3),3,5,0 / 0,Şile,,STAFF,,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO
MISY4901.1,Project (3),3,10,10 / 25,Şile,,ŞAHİN,AYDIN,STAFF,,"Faculty of Economics, Administrative and Social Sciences",0,NO
MİMA1116.1,Architecture Foundation Studio II (4),4,7,16 / 20,Şile,"D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202, D/K-202",DİCLE,ZEYCAN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20, Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20, Çarşamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO
MİMA1118.1,Concepts and Culture of Architecture (3),3,5,15 / 20,Şile,"D/K-102, D/K-102",DİCLE,ZEYCAN,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA1118-L.1,Concepts and Culture of Architecture,0,0,15 / 20,Şile,"D/K-102, D/K-102",DİCLE,ZEYCAN,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA1120.1,People and Environment in Architecture (3),3,5,17 / 20,Şile,"D/K-501, D/K-501",FATMA AHSEN,ÖZSOY,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA1120-L.1,People and Environment in Architecture,0,0,17 / 20,Şile,"D/K-501, D/K-501",FATMA AHSEN,ÖZSOY,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA2201.1,Architectural Design Studio I (4),4,8,17 / 20,Şile,"D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106",GÜLAY,KEPSUTLU2,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20, Cuma 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO
MİMA2202.1,Architectural Design Studio II (4),4,8,14 / 20,Şile,"D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106, D/K-106",GÜLAY,KEPSUTLU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20, Cuma 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO
MİMA2216.1,Architectural Design Thinking (3),3,5,16 / 20,Şile,"D/K-114, D/K-114, D/K-114",DİCLE,ZEYCAN,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
MİMA2218.1,History and Theory of Architecture I (3),3,5,14 / 20,Şile,"D/K-106, D/K-106, D/K-106",ÖZLEM SILA,DURHAN,STAFF,,"Faculty of Arts, Design and Architecture",3,NO
MİMA2220.1,Statics and Strength of Materials (3),3,4,15 / 20,Şile,"D/K-103, D/K-103, D/K-103",PINAR,ÖZDEMİR ÇAĞLAYAN,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
MİMA2220-PS.1,Statics and Strength of Materials,0,0,15 / 20,Şile,D/K-103,PINAR,ÖZDEMİR ÇAĞLAYAN,STAFF,Salı 16:30 - 17:20,"Faculty of Arts, Design and Architecture",1,NO
MİMA2222.1,Building Technologies II (3),3,4,13 / 20,Şile,"D/K-304, D/K-304",ELİF,SÜYÜK MAKAKLI,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA2222-L.1,Building Technologies II,0,0,13 / 20,Şile,"D/K-304, D/K-304",ELİF,SÜYÜK MAKAKLI,STAFF,,"Faculty of Arts, Design and Architecture",2,NO
MİMA2224.1,Computer Aided Architectural Design I (2),2,2,15 / 20,Şile,D/K-B08,FERHAT,BULDUK,STAFF,Çarşamba 13:30 - 14:20,"Faculty of Arts, Design and Architecture",1,NO
MİMA2224-L.1,Computer Aided Architectural Design I,0,0,15 / 20,Şile,"D/K-B08, D/K-B08",FERHAT,BULDUK,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",2,NO
MİMA2900.1,Industrial Practice I,0,2,45 / 50,Şile,,GÜLAY,KEPSUTLU,STAFF,,"Faculty of Arts, Design and Architecture",0,NO
